DatasetID,Property,Count,Types,Example,UniqueValues
EMSO-AZORES_TCM3-1_2017-2018,TIME_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,latitude (degrees_north),562713,float64,37.28936,{37.28936}
EMSO-AZORES_TCM3-1_2017-2018,longitude (degrees_east),562713,float64,-32.26394,{-32.26394}
EMSO-AZORES_TCM3-1_2017-2018,depth (m),562713,float64,1696.0,{1696.0}
EMSO-AZORES_TCM3-1_2017-2018,DEPH_QC,562713,int64,7,{7}
EMSO-AZORES_TCM3-1_2017-2018,HCSP (m/s),562713,float64,1.1888,set()
EMSO-AZORES_TCM3-1_2017-2018,HCSP_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,HCDT (deg T),562713,float64,235.33,set()
EMSO-AZORES_TCM3-1_2017-2018,HCDT_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,NSCT (m/s),562713,float64,-0.6763,set()
EMSO-AZORES_TCM3-1_2017-2018,NSCT_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,EWCT (m/s),562713,float64,-0.9777,set()
EMSO-AZORES_TCM3-1_2017-2018,EWCT_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2017-2018,TEMP (degree_C),562713,float64,24.5038,set()
EMSO-AZORES_TCM3-1_2017-2018,TEMP_QC,562713,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,time (UTC),443632,object,2018-08-16T12:52:32Z,set()
EMSO-AZORES_TCM3-1_2018-2019,TIME_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,latitude (degrees_north),443632,float64,37.29063,{37.29063}
EMSO-AZORES_TCM3-1_2018-2019,longitude (degrees_east),443632,float64,-32.282467,{-32.282467}
EMSO-AZORES_TCM3-1_2018-2019,depth (m),443632,float64,1721.0,{1721.0}
EMSO-AZORES_TCM3-1_2018-2019,DEPH_QC,443632,int64,7,{7}
EMSO-AZORES_TCM3-1_2018-2019,HCSP (m/s),443632,float64,1.1712,set()
EMSO-AZORES_TCM3-1_2018-2019,HCSP_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,HCDT (deg T),443632,float64,288.01,set()
EMSO-AZORES_TCM3-1_2018-2019,HCDT_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,NSCT (m/s),443632,float64,0.3621,set()
EMSO-AZORES_TCM3-1_2018-2019,NSCT_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,EWCT (m/s),443632,float64,-1.1138,set()
EMSO-AZORES_TCM3-1_2018-2019,EWCT_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2018-2019,TEMP (degree_C),443632,float64,29.6046,set()
EMSO-AZORES_TCM3-1_2018-2019,TEMP_QC,443632,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,time (UTC),449286,object,2021-06-06T08:14:01Z,set()
EMSO-AZORES_TCM3-1_2021-2022,TIME_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,latitude (degrees_north),449286,float64,37.28838,{37.28838}
EMSO-AZORES_TCM3-1_2021-2022,longitude (degrees_east),449286,float64,-32.27553,{-32.27553}
EMSO-AZORES_TCM3-1_2021-2022,depth (m),449286,float64,1703.0,{1703.0}
EMSO-AZORES_TCM3-1_2021-2022,DEPH_QC,449286,int64,7,{7}
EMSO-AZORES_TCM3-1_2021-2022,HCSP (m/s),449286,float64,1.1947,set()
EMSO-AZORES_TCM3-1_2021-2022,HCSP_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,HCDT (deg T),449286,float64,62.16,set()
EMSO-AZORES_TCM3-1_2021-2022,HCDT_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,NSCT (m/s),449286,float64,0.558,set()
EMSO-AZORES_TCM3-1_2021-2022,NSCT_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,EWCT (m/s),449286,float64,1.0564,set()
EMSO-AZORES_TCM3-1_2021-2022,EWCT_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-1_2021-2022,TEMP (degree_C),445624,float64,25.0237,set()
EMSO-AZORES_TCM3-1_2021-2022,TEMP_QC,449286,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,time (UTC),564221,object,2017-07-20T13:46:37Z,set()
EMSO-AZORES_TCM3-2_2017-2018,TIME_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,latitude (degrees_north),564221,float64,37.28803,{37.28803}
EMSO-AZORES_TCM3-2_2017-2018,longitude (degrees_east),564221,float64,-32.27583,{-32.27583}
EMSO-AZORES_TCM3-2_2017-2018,depth (m),564221,float64,1701.0,{1701.0}
EMSO-AZORES_TCM3-2_2017-2018,DEPH_QC,564221,int64,7,{7}
EMSO-AZORES_TCM3-2_2017-2018,HCSP (m/s),564221,float64,1.176,set()
EMSO-AZORES_TCM3-2_2017-2018,HCSP_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,HCDT (deg T),564221,float64,250.72,set()
EMSO-AZORES_TCM3-2_2017-2018,HCDT_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,NSCT (m/s),564221,float64,-0.3883,set()
EMSO-AZORES_TCM3-2_2017-2018,NSCT_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,EWCT (m/s),564221,float64,-1.1101,set()
EMSO-AZORES_TCM3-2_2017-2018,EWCT_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2017-2018,TEMP (degree_C),564221,float64,30.1666,set()
EMSO-AZORES_TCM3-2_2017-2018,TEMP_QC,564221,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,time (UTC),452430,object,2018-08-16T12:20:17Z,set()
EMSO-AZORES_TCM3-2_2018-2019,TIME_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,latitude (degrees_north),452430,float64,37.2881,{37.2881}
EMSO-AZORES_TCM3-2_2018-2019,longitude (degrees_east),452430,float64,-32.27575,{-32.27575}
EMSO-AZORES_TCM3-2_2018-2019,depth (m),452430,float64,1703.0,{1703.0}
EMSO-AZORES_TCM3-2_2018-2019,DEPH_QC,452430,int64,7,{7}
EMSO-AZORES_TCM3-2_2018-2019,HCSP (m/s),452430,float64,1.1488,set()
EMSO-AZORES_TCM3-2_2018-2019,HCSP_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,HCDT (deg T),452430,float64,234.56,set()
EMSO-AZORES_TCM3-2_2018-2019,HCDT_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,NSCT (m/s),452430,float64,-0.6661,set()
EMSO-AZORES_TCM3-2_2018-2019,NSCT_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,EWCT (m/s),452430,float64,-0.936,set()
EMSO-AZORES_TCM3-2_2018-2019,EWCT_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2018-2019,TEMP (degree_C),452430,float64,29.7694,set()
EMSO-AZORES_TCM3-2_2018-2019,TEMP_QC,452430,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,time (UTC),646565,object,2019-06-30T16:05:32Z,set()
EMSO-AZORES_TCM3-2_2019-2020,TIME_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,latitude (degrees_north),646565,float64,37.28887,{37.28887}
EMSO-AZORES_TCM3-2_2019-2020,longitude (degrees_east),646565,float64,-32.27598,{-32.27598}
EMSO-AZORES_TCM3-2_2019-2020,depth (m),646565,float64,1699.0,{1699.0}
EMSO-AZORES_TCM3-2_2019-2020,DEPH_QC,646565,int64,7,{7}
EMSO-AZORES_TCM3-2_2019-2020,HCSP (m/s),646565,float64,1.192,set()
EMSO-AZORES_TCM3-2_2019-2020,HCSP_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,HCDT (deg T),646565,float64,4.71,set()
EMSO-AZORES_TCM3-2_2019-2020,HCDT_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,NSCT (m/s),646565,float64,1.188,set()
EMSO-AZORES_TCM3-2_2019-2020,NSCT_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,EWCT (m/s),646565,float64,0.098,set()
EMSO-AZORES_TCM3-2_2019-2020,EWCT_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2019-2020,TEMP (degree_C),646565,float64,28.263,set()
EMSO-AZORES_TCM3-2_2019-2020,TEMP_QC,646565,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,time (UTC),213738,object,2020-09-21T18:32:02Z,set()
EMSO-AZORES_TCM3-2_2020-2021,TIME_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,latitude (degrees_north),213738,float64,37.28842,{37.28842}
EMSO-AZORES_TCM3-2_2020-2021,longitude (degrees_east),213738,float64,-32.2757,{-32.2757}
EMSO-AZORES_TCM3-2_2020-2021,depth (m),213738,float64,1702.0,{1702.0}
EMSO-AZORES_TCM3-2_2020-2021,DEPH_QC,213738,int64,7,{7}
EMSO-AZORES_TCM3-2_2020-2021,HCSP (m/s),213738,float64,1.1909,set()
EMSO-AZORES_TCM3-2_2020-2021,HCSP_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,HCDT (deg T),213738,float64,245.14,set()
EMSO-AZORES_TCM3-2_2020-2021,HCDT_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,NSCT (m/s),213738,float64,-0.5007,set()
EMSO-AZORES_TCM3-2_2020-2021,NSCT_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,EWCT (m/s),213738,float64,-1.0806,set()
EMSO-AZORES_TCM3-2_2020-2021,EWCT_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-2_2020-2021,TEMP (degree_C),213738,float64,27.0557,set()
EMSO-AZORES_TCM3-2_2020-2021,TEMP_QC,213738,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,time (UTC),450425,object,2016-09-09T14:57:04Z,set()
EMSO-AZORES_TCM3-3_2016-2017,TIME_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,latitude (degrees_north),450425,float64,37.288826,{37.288826}
EMSO-AZORES_TCM3-3_2016-2017,longitude (degrees_east),450425,float64,-32.275677,{-32.275677}
EMSO-AZORES_TCM3-3_2016-2017,depth (m),450425,float64,1697.0,{1697.0}
EMSO-AZORES_TCM3-3_2016-2017,DEPH_QC,450425,int64,7,{7}
EMSO-AZORES_TCM3-3_2016-2017,HCSP (m/s),450425,float64,1.1552,set()
EMSO-AZORES_TCM3-3_2016-2017,HCSP_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,HCDT (deg T),450425,float64,88.9,set()
EMSO-AZORES_TCM3-3_2016-2017,HCDT_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,NSCT (m/s),450425,float64,0.0222,set()
EMSO-AZORES_TCM3-3_2016-2017,NSCT_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,EWCT (m/s),450425,float64,1.155,set()
EMSO-AZORES_TCM3-3_2016-2017,EWCT_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2016-2017,TEMP (degree_C),450425,float64,25.2982,set()
EMSO-AZORES_TCM3-3_2016-2017,TEMP_QC,450425,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,time (UTC),565726,object,2017-07-20T13:38:32Z,set()
EMSO-AZORES_TCM3-3_2017-2018,TIME_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,latitude (degrees_north),565726,float64,37.29075,{37.29075}
EMSO-AZORES_TCM3-3_2017-2018,longitude (degrees_east),565726,float64,-32.282,{-32.282}
EMSO-AZORES_TCM3-3_2017-2018,depth (m),565726,float64,1721.0,{1721.0}
EMSO-AZORES_TCM3-3_2017-2018,DEPH_QC,565726,int64,7,{7}
EMSO-AZORES_TCM3-3_2017-2018,HCSP (m/s),565726,float64,1.176,set()
EMSO-AZORES_TCM3-3_2017-2018,HCSP_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,HCDT (deg T),565726,float64,243.66,set()
EMSO-AZORES_TCM3-3_2017-2018,HCDT_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,NSCT (m/s),565726,float64,-0.5218,set()
EMSO-AZORES_TCM3-3_2017-2018,NSCT_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,EWCT (m/s),565726,float64,-1.0539,set()
EMSO-AZORES_TCM3-3_2017-2018,EWCT_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2017-2018,TEMP (degree_C),565726,float64,27.5976,set()
EMSO-AZORES_TCM3-3_2017-2018,TEMP_QC,565726,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,time (UTC),433889,object,2018-08-23T08:42:43Z,set()
EMSO-AZORES_TCM3-3_2018-2019,TIME_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,latitude (degrees_north),433889,float64,37.28908,{37.28908}
EMSO-AZORES_TCM3-3_2018-2019,longitude (degrees_east),433889,float64,-32.275967,{-32.275967}
EMSO-AZORES_TCM3-3_2018-2019,depth (m),433889,float64,1694.0,{1694.0}
EMSO-AZORES_TCM3-3_2018-2019,DEPH_QC,433889,int64,7,{7}
EMSO-AZORES_TCM3-3_2018-2019,HCSP (m/s),433889,float64,1.1904,set()
EMSO-AZORES_TCM3-3_2018-2019,HCSP_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,HCDT (deg T),433889,float64,231.79,set()
EMSO-AZORES_TCM3-3_2018-2019,HCDT_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,NSCT (m/s),433889,float64,-0.7363,set()
EMSO-AZORES_TCM3-3_2018-2019,NSCT_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,EWCT (m/s),433889,float64,-0.9353,set()
EMSO-AZORES_TCM3-3_2018-2019,EWCT_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2018-2019,TEMP (degree_C),433889,float64,26.5007,set()
EMSO-AZORES_TCM3-3_2018-2019,TEMP_QC,433889,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,time (UTC),653371,object,2019-06-24T17:25:32Z,set()
EMSO-AZORES_TCM3-3_2019-2020,TIME_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,latitude (degrees_north),653371,float64,37.288765,{37.288765}
EMSO-AZORES_TCM3-3_2019-2020,longitude (degrees_east),653371,float64,-32.275665,{-32.275665}
EMSO-AZORES_TCM3-3_2019-2020,depth (m),653371,float64,1698.0,{1698.0}
EMSO-AZORES_TCM3-3_2019-2020,DEPH_QC,653371,int64,7,{7}
EMSO-AZORES_TCM3-3_2019-2020,HCSP (m/s),653371,float64,1.1865,set()
EMSO-AZORES_TCM3-3_2019-2020,HCSP_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,HCDT (deg T),653371,float64,246.0,set()
EMSO-AZORES_TCM3-3_2019-2020,HCDT_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,NSCT (m/s),653371,float64,-0.4826,set()
EMSO-AZORES_TCM3-3_2019-2020,NSCT_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,EWCT (m/s),653371,float64,-1.0839,set()
EMSO-AZORES_TCM3-3_2019-2020,EWCT_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2019-2020,TEMP (degree_C),653371,float64,25.622,set()
EMSO-AZORES_TCM3-3_2019-2020,TEMP_QC,653371,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,time (UTC),35915,object,2020-09-20T10:56:32Z,set()
EMSO-AZORES_TCM3-3_2020-2021,TIME_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,latitude (degrees_north),35915,float64,37.2908,{37.2908}
EMSO-AZORES_TCM3-3_2020-2021,longitude (degrees_east),35915,float64,-32.281918,{-32.281918}
EMSO-AZORES_TCM3-3_2020-2021,depth (m),35915,float64,1724.0,{1724.0}
EMSO-AZORES_TCM3-3_2020-2021,DEPH_QC,35915,int64,7,{7}
EMSO-AZORES_TCM3-3_2020-2021,HCSP (m/s),35915,float64,0.1333,set()
EMSO-AZORES_TCM3-3_2020-2021,HCSP_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,HCDT (deg T),35915,float64,310.03,set()
EMSO-AZORES_TCM3-3_2020-2021,HCDT_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,NSCT (m/s),35915,float64,0.0858,set()
EMSO-AZORES_TCM3-3_2020-2021,NSCT_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,EWCT (m/s),35915,float64,-0.1021,set()
EMSO-AZORES_TCM3-3_2020-2021,EWCT_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2020-2021,TEMP (degree_C),35915,float64,4.6267,set()
EMSO-AZORES_TCM3-3_2020-2021,TEMP_QC,35915,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,time (UTC),535426,object,2021-06-08T18:24:23Z,set()
EMSO-AZORES_TCM3-3_2021-2022,TIME_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,latitude (degrees_north),535426,float64,37.290817,{37.290817}
EMSO-AZORES_TCM3-3_2021-2022,longitude (degrees_east),535426,float64,-32.281784,{-32.281784}
EMSO-AZORES_TCM3-3_2021-2022,depth (m),535426,float64,1724.0,{1724.0}
EMSO-AZORES_TCM3-3_2021-2022,DEPH_QC,535426,int64,7,{7}
EMSO-AZORES_TCM3-3_2021-2022,HCSP (m/s),535426,float64,1.1958,set()
EMSO-AZORES_TCM3-3_2021-2022,HCSP_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,HCDT (deg T),535426,float64,176.03,set()
EMSO-AZORES_TCM3-3_2021-2022,HCDT_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,NSCT (m/s),535426,float64,-1.193,set()
EMSO-AZORES_TCM3-3_2021-2022,NSCT_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,EWCT (m/s),535426,float64,0.0828,set()
EMSO-AZORES_TCM3-3_2021-2022,EWCT_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-3_2021-2022,TEMP (degree_C),535426,float64,28.746,set()
EMSO-AZORES_TCM3-3_2021-2022,TEMP_QC,535426,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,time (UTC),381681,object,2020-09-11T14:46:12Z,set()
EMSO-AZORES_TCM3-A_2020-2021,TIME_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,latitude (degrees_north),381681,float64,37.289116,{37.289116}
EMSO-AZORES_TCM3-A_2020-2021,longitude (degrees_east),381681,float64,-32.275734,{-32.275734}
EMSO-AZORES_TCM3-A_2020-2021,depth (m),381681,float64,1693.0,{1693.0}
EMSO-AZORES_TCM3-A_2020-2021,DEPH_QC,381681,int64,7,{7}
EMSO-AZORES_TCM3-A_2020-2021,HCSP (m/s),381681,float64,1.1815,set()
EMSO-AZORES_TCM3-A_2020-2021,HCSP_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,HCDT (deg T),381681,float64,95.73,set()
EMSO-AZORES_TCM3-A_2020-2021,HCDT_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,NSCT (m/s),381681,float64,-0.118,set()
EMSO-AZORES_TCM3-A_2020-2021,NSCT_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,EWCT (m/s),381681,float64,1.1756,set()
EMSO-AZORES_TCM3-A_2020-2021,EWCT_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-A_2020-2021,TEMP (degree_C),381681,float64,27.0712,set()
EMSO-AZORES_TCM3-A_2020-2021,TEMP_QC,381681,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,time (UTC),381651,object,2020-09-11T15:08:33Z,set()
EMSO-AZORES_TCM3-B_2020-2021,TIME_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,latitude (degrees_north),381651,float64,37.28905,{37.28905}
EMSO-AZORES_TCM3-B_2020-2021,longitude (degrees_east),381651,float64,-32.275635,{-32.275635}
EMSO-AZORES_TCM3-B_2020-2021,depth (m),381651,float64,1689.0,{1689.0}
EMSO-AZORES_TCM3-B_2020-2021,DEPH_QC,381651,int64,7,{7}
EMSO-AZORES_TCM3-B_2020-2021,HCSP (m/s),381651,float64,1.1792,set()
EMSO-AZORES_TCM3-B_2020-2021,HCSP_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,HCDT (deg T),381651,float64,132.75,set()
EMSO-AZORES_TCM3-B_2020-2021,HCDT_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,NSCT (m/s),381651,float64,-0.8004,set()
EMSO-AZORES_TCM3-B_2020-2021,NSCT_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,EWCT (m/s),381651,float64,0.8659,set()
EMSO-AZORES_TCM3-B_2020-2021,EWCT_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2020-2021,TEMP (degree_C),381651,float64,27.18,set()
EMSO-AZORES_TCM3-B_2020-2021,TEMP_QC,381651,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,time (UTC),106769,object,2021-06-09T23:00:00Z,set()
EMSO-AZORES_TCM3-B_2021-2022,TIME_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,latitude (degrees_north),106769,float64,37.28905,{37.28905}
EMSO-AZORES_TCM3-B_2021-2022,longitude (degrees_east),106769,float64,-32.275684,{-32.275684}
EMSO-AZORES_TCM3-B_2021-2022,depth (m),106769,float64,1694.0,{1694.0}
EMSO-AZORES_TCM3-B_2021-2022,DEPH_QC,106769,int64,7,{7}
EMSO-AZORES_TCM3-B_2021-2022,HCSP (m/s),106769,float64,0.064,set()
EMSO-AZORES_TCM3-B_2021-2022,HCSP_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,HCDT (deg T),106769,float64,268.71,set()
EMSO-AZORES_TCM3-B_2021-2022,HCDT_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,NSCT (m/s),106769,float64,-0.0014,set()
EMSO-AZORES_TCM3-B_2021-2022,NSCT_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,EWCT (m/s),106769,float64,-0.064,set()
EMSO-AZORES_TCM3-B_2021-2022,EWCT_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-B_2021-2022,TEMP (degree_C),106769,float64,4.6786,set()
EMSO-AZORES_TCM3-B_2021-2022,TEMP_QC,106769,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,time (UTC),381561,object,2020-09-11T16:53:13Z,set()
EMSO-AZORES_TCM3-C_2020-2021,TIME_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,latitude (degrees_north),381561,float64,37.289135,{37.289135}
EMSO-AZORES_TCM3-C_2020-2021,longitude (degrees_east),381561,float64,-32.275517,{-32.275517}
EMSO-AZORES_TCM3-C_2020-2021,depth (m),381561,float64,1688.0,{1688.0}
EMSO-AZORES_TCM3-C_2020-2021,DEPH_QC,381561,int64,7,{7}
EMSO-AZORES_TCM3-C_2020-2021,HCSP (m/s),381561,float64,1.1827,set()
EMSO-AZORES_TCM3-C_2020-2021,HCSP_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,HCDT (deg T),381561,float64,123.75,set()
EMSO-AZORES_TCM3-C_2020-2021,HCDT_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,NSCT (m/s),381561,float64,-0.657,set()
EMSO-AZORES_TCM3-C_2020-2021,NSCT_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,EWCT (m/s),381561,float64,0.9834,set()
EMSO-AZORES_TCM3-C_2020-2021,EWCT_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2020-2021,TEMP (degree_C),381561,float64,26.5429,set()
EMSO-AZORES_TCM3-C_2020-2021,TEMP_QC,381561,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,time (UTC),106775,object,2021-06-09T23:00:00Z,set()
EMSO-AZORES_TCM3-C_2021-2022,TIME_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,latitude (degrees_north),106775,float64,37.28905,{37.28905}
EMSO-AZORES_TCM3-C_2021-2022,longitude (degrees_east),106775,float64,-32.275433,{-32.275433}
EMSO-AZORES_TCM3-C_2021-2022,depth (m),106775,float64,1690.0,{1690.0}
EMSO-AZORES_TCM3-C_2021-2022,DEPH_QC,106775,int64,7,{7}
EMSO-AZORES_TCM3-C_2021-2022,HCSP (m/s),106775,float64,1.1919,set()
EMSO-AZORES_TCM3-C_2021-2022,HCSP_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,HCDT (deg T),106775,float64,15.52,set()
EMSO-AZORES_TCM3-C_2021-2022,HCDT_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,NSCT (m/s),106775,float64,1.1484,set()
EMSO-AZORES_TCM3-C_2021-2022,NSCT_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,EWCT (m/s),106775,float64,0.3189,set()
EMSO-AZORES_TCM3-C_2021-2022,EWCT_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-C_2021-2022,TEMP (degree_C),106775,float64,21.2022,set()
EMSO-AZORES_TCM3-C_2021-2022,TEMP_QC,106775,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,time (UTC),383316,object,2020-09-11T17:01:32Z,set()
EMSO-AZORES_TCM3-D_2020-2021,TIME_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,latitude (degrees_north),383316,float64,37.289116,{37.289116}
EMSO-AZORES_TCM3-D_2020-2021,longitude (degrees_east),383316,float64,-32.275482,{-32.275482}
EMSO-AZORES_TCM3-D_2020-2021,depth (m),383316,float64,1691.0,{1691.0}
EMSO-AZORES_TCM3-D_2020-2021,DEPH_QC,383316,int64,7,{7}
EMSO-AZORES_TCM3-D_2020-2021,HCSP (m/s),383316,float64,1.1879,set()
EMSO-AZORES_TCM3-D_2020-2021,HCSP_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,HCDT (deg T),383316,float64,226.11,set()
EMSO-AZORES_TCM3-D_2020-2021,HCDT_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,NSCT (m/s),383316,float64,-0.8235,set()
EMSO-AZORES_TCM3-D_2020-2021,NSCT_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,EWCT (m/s),383316,float64,-0.856,set()
EMSO-AZORES_TCM3-D_2020-2021,EWCT_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2020-2021,TEMP (degree_C),383316,float64,26.5443,set()
EMSO-AZORES_TCM3-D_2020-2021,TEMP_QC,383316,int64,1,{1}
EMSO-AZORES_TCM3-D_2021-2022,time (UTC),533876,object,2021-06-09T23:00:00Z,set()
EMSO-AZORES_TCM3-D_2021-2022,TIME_QC,533876,int64,1,{1}
